빌드_날짜,총_검색결과,검색_시작,출력_개수,뉴스_제목,원본_URL,네이버_URL,뉴스_요약,게시_날짜
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,AI 기반 <b>헬스케어</b> 미래전략 모색…'메디컬 코리아' 20일 개막,https://www.yna.co.kr/view/AKR20250318132600530?input=1195m,https://n.news.naver.com/mnews/article/001/0015274143?sid=102,서울 코엑스서 23일까지 진행…이그노벨상 수상자 박승민 교수 등 연설 전 세계 보건의료 전문가들이 모여 글로벌 <b>헬스케어</b> 최신 동향을 공유하는 행사인 '메디컬 코리아 2025'가 오는 20∼23일 서울 코엑스에서 열린다.... ,"Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,메디컬 코리아 2025 개최…'AI 기반 <b>헬스케어</b>' 전략 모색,https://www.newsis.com/view/NISX20250319_0003104105,https://n.news.naver.com/mnews/article/003/0013128485?sid=102,메디컬 코리아 글로벌 <b>헬스케어</b> 및 의료관광 콘퍼런스는 전 세계 <b>헬스케어</b> 전문가들이 모여 글로벌 <b>헬스케어</b> 분야의 최신 동향을 공유하고 보건의료 산업 분야에서 국제 협력을 다지는 장이다. 2010년에 시작돼 올해... ,"Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,"&quot;AI 맞춤형 <b>헬스케어</b>, 일상이 되다&quot;…20~23일 메디컬코리아",https://www.news1.kr/bio/welfare-medical/5723328,https://n.news.naver.com/mnews/article/421/0008138602?sid=105,"글로벌 <b>헬스케어</b>의 최신 동향을 공유하고, 보건의로 산업 분야에서의 국제적 협력을 다지는 보건의료 분야 박람회 '메디컬 코리아 2025'가 20~23일 서울 코엑스에서 개최된다. 올해 주제는 'AI 기반 개인 맞춤형 <b>헬스케어</b>... ","Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,'메디컬코리아 2025'... 전세계 <b>헬스케어</b> 전문가들 서울로,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003111831&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002466429?sid=101,"▲  '메디컬 코리아(Medical Korea) 2025'가 오는 20일부터 23일까지 나흘간 서울시 강남구에 있는 코엑스에서 '인공지능(AI) 기반 개인 맞춤형 <b>헬스케어</b>, 이제 일상이 되다(AI-powered Personalized Healthcare : Integrating into Our Daily... ","Wed, 19 Mar 2025 12:03:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,"군 부대 이전 대구 부지,‘의료·교육·금융·<b>헬스케어</b>’ 특화 단지로",https://www.mk.co.kr/article/11267730,https://n.news.naver.com/mnews/article/009/0005461310?sid=102,또 인근 칠곡 경북대학교병원과 우수한 녹지자원을 활용해 시니어타운과 <b>헬스케어</b> 산업단지도 조성할 예정이다. 대구시는 올해 하반기 국방부에 이전 협의 요청을 시작으로 내년 상반기까지 합의각서를 체결하고... ,"Wed, 19 Mar 2025 14:05:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,메디컬 코리아 2025 개최… 'AI 기반 <b>헬스케어</b>' 전략 모색,https://health.chosun.com/site/data/html_dir/2025/03/19/2025031902709.html,https://n.news.naver.com/mnews/article/346/0000089163?sid=103,전 세계 보건의료 전문가들이 모여 글로벌 <b>헬스케어</b> 최신 동향을 공유하는 행사인 '메디컬 코리아 2025'가 오는 20∼23일 서울 코엑스에서 열린다. 보건복지부가 주최하고 한국보건산업진흥원이 주관하는 메디컬... ,"Wed, 19 Mar 2025 18:04:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,"‘메디컬 코리아 2025’, AI 기반 맞춤형 <b>헬스케어</b> 미래 조망",http://www.fnnews.com/news/202503191342542322,https://n.news.naver.com/mnews/article/014/0005323197?sid=103,보건복지부가 주최하고 한국보건산업진흥원이 주관하는 글로벌 <b>헬스케어</b>&amp;의료관광 콘퍼런스 ‘메디컬 코리아 2025’가 오는 20일부터 23일까지 서울 코엑스에서 개최된다.19일 복지부에 따르면 이 행사는 올해로... ,"Wed, 19 Mar 2025 14:23:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,미래 먹거리 AI <b>헬스케어</b>…'메디컬 코리아' 20일 개막,https://biz.sbs.co.kr/article_hub/20000223606?division=NAVER,https://n.news.naver.com/mnews/article/374/0000430483?sid=101,'메디컬 코리아 2025'가 AI <b>헬스케어</b>를 주제로 오는 20일부터 23일까지 4일간 서울 코엑스에서 개최됩니다. 보건복지부가 주최하고 한국보건산업진흥원이 주관하는 '메디컬 코리아(Medical Korea) 2025'는 전 세계 <b>헬스케어</b>... ,"Wed, 19 Mar 2025 14:26:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,AI·로봇·스마트 <b>헬스케어</b>…융복합 의료기술의 향연,https://www.hankyung.com/article/2025031934181,https://n.news.naver.com/mnews/article/015/0005108024?sid=102,"국제 의료 트렌드 교류와 글로벌 네트워크 확대를 위해 동시개최되는 제15회 글로벌 <b>헬스케어</b> 및 의료관광 콘퍼런스(메디컬 코리아·보건복지부 주최, 보건산업진흥원 주관)는 ‘인공지능(AI) 기반 개인 맞춤형... ","Wed, 19 Mar 2025 16:25:00 +0900"
"Wed, 19 Mar 2025 18:19:28 +0900",1107505,1,10,"삼양식품 전병우, 불닭 떼고 <b>헬스케어</b> 올인",https://www.bloter.net/news/articleView.html?idxno=633448,https://n.news.naver.com/mnews/article/293/0000065075?sid=101,전병우 삼양식품 <b>헬스케어</b>BU장(상무)이 불닭브랜드본부장직을 내려놓고 <b>헬스케어</b> 관련 연구소장을 겸하기로 했다. 불닭 이외에 독자 영역으로 구축한 '웰니스&amp;<b>헬스케어</b>' 사업에 집중하려는 것으로 보인다. 19일... ,"Wed, 19 Mar 2025 16:50:00 +0900"
