빌드_날짜,총_검색결과,검색_시작,출력_개수,뉴스_제목,원본_URL,네이버_URL,뉴스_요약,게시_날짜
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,AI 기반 <b>헬스케어</b> 미래전략 모색…'메디컬 코리아' 20일 개막,https://www.yna.co.kr/view/AKR20250318132600530?input=1195m,https://n.news.naver.com/mnews/article/001/0015274143?sid=102,"이를 통해 50여명의 국내외 연사가 AI 기반 맞춤형 <b>헬스케어</b>가 산업과 치료 기술, 의료관광에 미치는 영향과 발전 전략 등을 논의한다. 외국인 환자 송출 및 한국 의료 유치를 희망하는 해외 구매<b>기업</b> 39곳과 국내 <b>기업</b>... ","Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,메디컬 코리아 2025 개최…'AI 기반 <b>헬스케어</b>' 전략 모색,https://www.newsis.com/view/NISX20250319_0003104105,https://n.news.naver.com/mnews/article/003/0013128485?sid=102,20일 개막식을 시작으로 'AI 기반 개인 맞춤형 <b>헬스케어</b>' 관련 학술대회와 해외와 국내 <b>기업</b> 간 비즈니스 미팅이 열리고 한국 의료의 우수성을 알리는 전시홍보관도 운영된다. 아울러 보건의료 분야 주요 협력국과 고위급... ,"Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,유럽 <b>헬스케어 기업</b>들 &quot;한국과 협업 원해요”,https://zdnet.co.kr/view/?no=20250319144843,https://n.news.naver.com/mnews/article/092/0002367254?sid=105,유럽 각국의 <b>헬스케어</b> 중소 벤처<b>기업</b>들이 우리나라를 찾아 협업 기회를 모색했다. ‘<b>헬스케어</b>·의료기기 코리아 2025’(Healthcare and Medical Equipment Korea 2025)가 19일 오전 서울 강남구 삼성동 그랜드 인터컨티넨탈 서울... ,"Wed, 19 Mar 2025 14:49:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,"&quot;AI 맞춤형 <b>헬스케어</b>, 일상이 되다&quot;…20~23일 메디컬코리아",https://www.news1.kr/bio/welfare-medical/5723328,https://n.news.naver.com/mnews/article/421/0008138602?sid=105,"글로벌 <b>헬스케어</b>의 최신 동향을 공유하고, 보건의로 산업 분야에서의 국제적 협력을 다지는 보건의료 분야... 비즈니스 미팅에서는 외국인 환자 송출과 한국 의료 유치를 희망하는 해외 구매<b>기업</b>(buyer)과 한국 산업계... ","Wed, 19 Mar 2025 12:00:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,'메디컬코리아 2025'... 전세계 <b>헬스케어</b> 전문가들 서울로,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003111831&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002466429?sid=101,"보건복지부와 보산진에 따르면, 20일 개막식을 시작으로 ▲인공지능(AI) 기반 개인 맞춤형 <b>헬스케어</b>를 주제로 하는 학술대회 ▲해외와 국내 <b>기업</b> 간의 비즈니스 미팅 ▲한국 의료의 우수성을 알리는 전시홍보관... ","Wed, 19 Mar 2025 12:03:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,"군 부대 이전 대구 부지,‘의료·교육·금융·<b>헬스케어</b>’ 특화 단지로",https://www.mk.co.kr/article/11267730,https://n.news.naver.com/mnews/article/009/0005461310?sid=102,경북대병원과 경북대 의과·치과·간호대학 등을 이전하고 의료분야 <b>기업</b>과 연구소 등을 유치한다는... 또 인근 칠곡 경북대학교병원과 우수한 녹지자원을 활용해 시니어타운과 <b>헬스케어</b> 산업단지도 조성할 예정이다.... ,"Wed, 19 Mar 2025 14:05:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,메디컬 코리아 2025 개최… 'AI 기반 <b>헬스케어</b>' 전략 모색,https://health.chosun.com/site/data/html_dir/2025/03/19/2025031902709.html,https://n.news.naver.com/mnews/article/346/0000089163?sid=103,"이를 통해 50여 명의 국내외 연사가 AI 기반 맞춤형 <b>헬스케어</b>가 산업과 치료 기술, 의료관광에 미치는 영향과 발전 전략 등을 논의한다. 외국인 환자 송출 및 한국 의료 유치를 희망하는 해외 구매<b>기업</b> 39곳과 국내 <b>기업</b>... ","Wed, 19 Mar 2025 18:04:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,"‘메디컬 코리아 2025’, AI 기반 맞춤형 <b>헬스케어</b> 미래 조망",http://www.fnnews.com/news/202503191342542322,https://n.news.naver.com/mnews/article/014/0005323197?sid=103,"보건복지부가 주최하고 한국보건산업진흥원이 주관하는 글로벌 <b>헬스케어</b>&amp;의료관광 콘퍼런스 ‘메디컬... 해외 진출을 희망하는 국내 의료기관과 <b>기업</b>을 위한 특별 세션, 해외 바이어와의 비즈니스 미팅도 진행된다.... ","Wed, 19 Mar 2025 14:23:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,"특구재단-보훈공단, 新 의료·<b>헬스케어</b> 육성 ‘맞손’",https://view.asiae.co.kr/article/2025031815500479476,https://n.news.naver.com/mnews/article/277/0005562811?sid=102,정희권 특구재단 이사장은 ”기술실증은 딥테크 <b>기업</b>이 시장에 성공적으로 진출하는 데 필요한 중요 과정“이라며 “보훈공단과의 협력을 발판삼아 첨단 의료·<b>헬스케어</b> 분야 딥테크 <b>기업</b>의 성장을 뒷받침할 실증... ,"Tue, 18 Mar 2025 15:50:00 +0900"
"Wed, 19 Mar 2025 20:02:43 +0900",583590,1,10,"특구재단·보훈공단, 딥테크 기반 첨단 의료‧<b>헬스케어</b> 산업 육성 협약",https://www.nocutnews.co.kr/news/6309779?utm_source=naver&utm_medium=article&utm_campaign=20250318022904,https://n.news.naver.com/mnews/article/079/0004003330?sid=102,특구재단 정희권 이사장은 &quot;기술 실증은 딥테크 <b>기업</b>들이 시장에서 성공하기 위한 중요한 과정&quot;이라며 &quot;보훈공단과의 협력을 시작으로 첨단 의료‧<b>헬스케어</b> 분야 딥테크 <b>기업</b>들의 성장을 위한 실증 지원체계를 더욱... ,"Tue, 18 Mar 2025 14:30:00 +0900"
